x432,y1
1,3451
1,3452
1,3453
1,3454
1,3455
5,3461
5,3462
5,3463
5,3464
5,3465
5,3471
5,3472
5,3473
5,3474
5,3475
3,3481
3,3482
3,3483
3,3484
3,3485
1,3491
1,3492
1,3493
1,3494
1,3495
0,3501
0,3502
0,3503
0,3504
0,3505
5,3511
5,3512
5,3513
5,3514
5,3515
1,3521
1,3522
1,3523
1,3524
1,3525
1,3531
1,3532
1,3533
1,3534
1,3535
0,3541
0,3542
0,3543
0,3544
0,3545
3,3551
3,3552
3,3553
3,3554
3,3555
1,3561
1,3562
1,3563
1,3564
1,3565
1,3571
1,3572
1,3573
1,3574
1,3575
0,3581
0,3582
0,3583
0,3584
0,3585
1,3591
1,3592
1,3593
1,3594
1,3595
1,3601
1,3602
1,3603
1,3604
1,3605
5,3611
5,3612
5,3613
5,3614
5,3615
1,3621
1,3622
1,3623
1,3624
1,3625
1,3631
1,3632
1,3633
1,3634
1,3635
1,3641
1,3642
1,3643
1,3644
1,3645
1,3651
1,3652
1,3653
1,3654
1,3655
1,3661
1,3662
1,3663
1,3664
1,3665
1,3671
1,3672
1,3673
1,3674
1,3675
1,3681
1,3682
1,3683
1,3684
1,3685
3,3691
3,3692
3,3693
3,3694
3,3695
1,3701
1,3702
1,3703
1,3704
1,3705
3,3711
3,3712
3,3713
3,3714
3,3715
1,3721
1,3722
1,3723
1,3724
1,3725
3,3731
3,3732
3,3733
3,3734
3,3735
5,3741
5,3742
5,3743
5,3744
5,3745
1,3751
1,3752
1,3753
1,3754
1,3755
1,3761
1,3762
1,3763
1,3764
1,3765
1,3771
1,3772
1,3773
1,3774
1,3775
1,3781
1,3782
1,3783
1,3784
1,3785
1,3791
1,3792
1,3793
1,3794
1,3795
5,3801
5,3802
5,3803
5,3804
5,3805
5,3811
5,3812
5,3813
5,3814
5,3815
1,3821
1,3822
1,3823
1,3824
1,3825
0,3831
0,3832
0,3833
0,3834
0,3835
1,3841
1,3842
1,3843
1,3844
1,3845
0,3851
0,3852
0,3853
0,3854
0,3855
1,3861
1,3862
1,3863
1,3864
1,3865
5,3871
5,3872
5,3873
5,3874
5,3875
1,3881
1,3882
1,3883
1,3884
1,3885
0,3891
0,3892
0,3893
0,3894
0,3895
1,3901
1,3902
1,3903
1,3904
1,3905
3,3911
3,3912
3,3913
3,3914
3,3915
1,3921
1,3922
1,3923
1,3924
1,3925
3,3931
3,3932
3,3933
3,3934
3,3935
1,3941
1,3942
1,3943
1,3944
1,3945
1,3951
1,3952
1,3953
1,3954
1,3955
1,3961
1,3962
1,3963
1,3964
1,3965
0,3971
0,3972
0,3973
0,3974
0,3975
0,3981
0,3982
0,3983
0,3984
0,3985
1,3991
1,3992
1,3993
1,3994
1,3995
1,4001
1,4002
1,4003
1,4004
1,4005
1,4011
1,4012
1,4013
1,4014
1,4015
1,4021
1,4022
1,4023
1,4024
1,4025
0,4031
0,4032
0,4033
0,4034
0,4035
1,4041
1,4042
1,4043
1,4044
1,4045
1,4051
1,4052
1,4053
1,4054
1,4055
0,4061
0,4062
0,4063
0,4064
0,4065
0,4071
0,4072
0,4073
0,4074
0,4075
1,4081
1,4082
1,4083
1,4084
1,4085
1,4091
1,4092
1,4093
1,4094
1,4095
1,4101
1,4102
1,4103
1,4104
1,4105
0,4111
0,4112
0,4113
0,4114
0,4115
3,4121
3,4122
3,4123
3,4124
3,4125
3,4131
3,4132
3,4133
3,4134
3,4135
0,4141
0,4142
0,4143
0,4144
0,4145
1,4151
1,4152
1,4153
1,4154
1,4155
1,4161
1,4162
1,4163
1,4164
1,4165
1,4171
1,4172
1,4173
1,4174
1,4175
1,4181
1,4182
1,4183
1,4184
1,4185
0,4201
0,4202
0,4203
0,4204
0,4205
3,4211
3,4212
3,4213
3,4214
3,4215
0,4221
0,4222
0,4223
0,4224
0,4225
1,4231
1,4232
1,4233
1,4234
1,4235
3,4241
3,4242
3,4243
3,4244
3,4245
1,4251
1,4252
1,4253
1,4254
1,4255
1,4261
1,4262
1,4263
1,4264
1,4265
1,4271
1,4272
1,4273
1,4274
1,4275
5,4281
5,4282
5,4283
5,4284
5,4285
3,4291
3,4292
3,4293
3,4294
3,4295
3,4301
3,4302
3,4303
3,4304
3,4305
1,4311
1,4312
1,4313
1,4314
1,4315
1,4321
1,4322
1,4323
1,4324
1,4325
1,4331
1,4332
1,4333
1,4334
1,4335
1,4341
1,4342
1,4343
1,4344
1,4345
1,4351
1,4352
1,4353
1,4354
1,4355
0,4361
0,4362
0,4363
0,4364
0,4365
1,4371
1,4372
1,4373
1,4374
1,4375
1,4381
1,4382
1,4383
1,4384
1,4385
3,4391
3,4392
3,4393
3,4394
3,4395
3,4401
3,4402
3,4403
3,4404
3,4405
3,4411
3,4412
3,4413
3,4414
3,4415
1,4421
1,4422
1,4423
1,4424
1,4425
1,4431
1,4432
1,4433
1,4434
1,4435
1,4441
1,4442
1,4443
1,4444
1,4445
1,4451
1,4452
1,4453
1,4454
1,4455
0,4461
0,4462
0,4463
0,4464
0,4465
1,4471
1,4472
1,4473
1,4474
1,4475
0,4481
0,4482
0,4483
0,4484
0,4485
1,4491
1,4492
1,4493
1,4494
1,4495
0,4501
0,4502
0,4503
0,4504
0,4505
1,4511
1,4512
1,4513
1,4514
1,4515
1,4521
1,4522
1,4523
1,4524
1,4525
1,4531
1,4532
1,4533
1,4534
1,4535
5,4541
5,4542
5,4543
5,4544
5,4545
0,4551
0,4552
0,4553
0,4554
0,4555
0,4561
0,4562
0,4563
0,4564
0,4565
5,4571
5,4572
5,4573
5,4574
5,4575
1,4581
1,4582
1,4583
1,4584
1,4585
1,4591
1,4592
1,4593
1,4594
1,4595
1,4601
1,4602
1,4603
1,4604
1,4605
0,4611
0,4612
0,4613
0,4614
0,4615
1,4621
1,4622
1,4623
1,4624
1,4625
3,4631
3,4632
3,4633
3,4634
3,4635
1,4641
1,4642
1,4643
1,4644
1,4645
0,4651
0,4652
0,4653
0,4654
0,4655
1,4661
1,4662
1,4663
1,4664
1,4665
3,4671
3,4672
3,4673
3,4674
3,4675
3,4681
3,4682
3,4683
3,4684
3,4685
5,4691
5,4692
5,4693
5,4694
5,4695
5,4701
5,4702
5,4703
5,4704
5,4705
1,4711
1,4712
1,4713
1,4714
1,4715
1,4721
1,4722
1,4723
1,4724
1,4725
1,4731
1,4732
1,4733
1,4734
1,4735
3,4741
3,4742
3,4743
3,4744
3,4745
0,4751
0,4752
0,4753
0,4754
0,4755
1,4761
1,4762
1,4763
1,4764
1,4765
1,4771
1,4772
1,4773
1,4774
1,4775
1,4781
1,4782
1,4783
1,4784
1,4785
0,4791
0,4792
0,4793
0,4794
0,4795
3,4801
3,4802
3,4803
3,4804
3,4805
1,4811
1,4812
1,4813
1,4814
1,4815
3,4821
3,4822
3,4823
3,4824
3,4825
0,4831
0,4832
0,4833
0,4834
0,4835
1,4841
1,4842
1,4843
1,4844
1,4845
1,4851
1,4852
1,4853
1,4854
1,4855
1,4861
1,4862
1,4863
1,4864
1,4865
0,4871
0,4872
0,4873
0,4874
0,4875
1,4881
1,4882
1,4883
1,4884
1,4885
0,4891
0,4892
0,4893
0,4894
0,4895
1,4901
1,4902
1,4903
1,4904
1,4905
1,4911
1,4912
1,4913
1,4914
1,4915
5,4921
5,4922
5,4923
5,4924
5,4925
1,4931
1,4932
1,4933
1,4934
1,4935
0,4941
0,4942
0,4943
0,4944
0,4945
0,4951
0,4952
0,4953
0,4954
0,4955
0,4961
0,4962
0,4963
0,4964
0,4965
1,4971
1,4972
1,4973
1,4974
1,4975
0,4981
0,4982
0,4983
0,4984
0,4985
5,4991
5,4992
5,4993
5,4994
5,4995
5,5001
5,5002
5,5003
5,5004
5,5005
5,5011
5,5012
5,5013
5,5014
5,5015
0,5021
0,5022
0,5023
0,5024
0,5025
5,5031
5,5032
5,5033
5,5034
5,5035
0,5041
0,5042
0,5043
0,5044
0,5045
1,5051
1,5052
1,5053
1,5054
1,5055
0,5061
0,5062
0,5063
0,5064
0,5065
0,5071
0,5072
0,5073
0,5074
0,5075
0,5081
0,5082
0,5083
0,5084
0,5085
5,5091
5,5092
5,5093
5,5094
5,5095
1,5101
1,5102
1,5103
1,5104
1,5105
1,5111
1,5112
1,5113
1,5114
1,5115
1,5121
1,5122
1,5123
1,5124
1,5125
5,5131
5,5132
5,5133
5,5134
5,5135
1,5141
1,5142
1,5143
1,5144
1,5145
0,5151
0,5152
0,5153
0,5154
0,5155
5,5161
5,5162
5,5163
5,5164
5,5165
1,5171
1,5172
1,5173
1,5174
1,5175
5,5181
5,5182
5,5183
5,5184
5,5185
1,5191
1,5192
1,5193
1,5194
1,5195
0,5201
0,5202
0,5203
0,5204
0,5205
1,5211
1,5212
1,5213
1,5214
1,5215
5,5221
5,5222
5,5223
5,5224
5,5225
3,5231
3,5232
3,5233
3,5234
3,5235
1,5241
1,5242
1,5243
1,5244
1,5245
5,5251
5,5252
5,5253
5,5254
5,5255
1,5261
1,5262
1,5263
1,5264
1,5265
1,5271
1,5272
1,5273
1,5274
1,5275
1,5281
1,5282
1,5283
1,5284
1,5285
1,5291
1,5292
1,5293
1,5294
1,5295
5,5301
5,5302
5,5303
5,5304
5,5305
0,5311
0,5312
0,5313
0,5314
0,5315
5,5321
5,5322
5,5323
5,5324
5,5325
1,5331
1,5332
1,5333
1,5334
1,5335
1,5341
1,5342
1,5343
1,5344
1,5345
0,5351
0,5352
0,5353
0,5354
0,5355
1,5361
1,5362
1,5363
1,5364
1,5365
1,5371
1,5372
1,5373
1,5374
1,5375
1,5381
1,5382
1,5383
1,5384
1,5385
1,5391
1,5392
1,5393
1,5394
1,5395
1,5401
1,5402
1,5403
1,5404
1,5405
5,5411
5,5412
5,5413
5,5414
5,5415
1,5421
1,5422
1,5423
1,5424
1,5425
1,5431
1,5432
1,5433
1,5434
1,5435
0,5441
0,5442
0,5443
0,5444
0,5445
3,5451
3,5452
3,5453
3,5454
3,5455
3,5461
3,5462
3,5463
3,5464
3,5465
1,5471
1,5472
1,5473
1,5474
1,5475
5,5481
5,5482
5,5483
5,5484
5,5485
1,5491
1,5492
1,5493
1,5494
1,5495
1,5501
1,5502
1,5503
1,5504
1,5505
1,5511
1,5512
1,5513
1,5514
1,5515
1,5521
1,5522
1,5523
1,5524
1,5525
1,5531
1,5532
1,5533
1,5534
1,5535
0,5541
0,5542
0,5543
0,5544
0,5545
1,5551
1,5552
1,5553
1,5554
1,5555
1,5561
1,5562
1,5563
1,5564
1,5565
1,5571
1,5572
1,5573
1,5574
1,5575
1,5581
1,5582
1,5583
1,5584
1,5585
5,5591
5,5592
5,5593
5,5594
5,5595
3,5601
3,5602
3,5603
3,5604
3,5605
1,5611
1,5612
1,5613
1,5614
1,5615
0,5621
0,5622
0,5623
0,5624
0,5625
1,5631
1,5632
1,5633
1,5634
1,5635
3,5641
3,5642
3,5643
3,5644
3,5645
1,5651
1,5652
1,5653
1,5654
1,5655
1,5661
1,5662
1,5663
1,5664
1,5665
1,5671
1,5672
1,5673
1,5674
1,5675
1,5681
1,5682
1,5683
1,5684
1,5685
1,5691
1,5692
1,5693
1,5694
1,5695
1,5701
1,5702
1,5703
1,5704
1,5705
1,5711
1,5712
1,5713
1,5714
1,5715
3,5721
3,5722
3,5723
3,5724
3,5725
5,5731
5,5732
5,5733
5,5734
5,5735
1,5741
1,5742
1,5743
1,5744
1,5745
0,5751
0,5752
0,5753
0,5754
0,5755
3,5761
3,5762
3,5763
3,5764
3,5765
1,5771
1,5772
1,5773
1,5774
1,5775
5,5781
5,5782
5,5783
5,5784
5,5785
1,5791
1,5792
1,5793
1,5794
1,5795
1,5801
1,5802
1,5803
1,5804
1,5805
1,5811
1,5812
1,5813
1,5814
1,5815
0,5821
